"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000001627.12",293.923182607467,0.11218538780161,0.174039798702734,0.12942126217668,0.651872268116186
"ENSMUSG00000001630.13",545.041438350028,0.283102335613096,0.223196984037122,0.0193012424466198,0.269155276546885
"ENSMUSG00000001632.16",406.268201667927,0.0176177646949886,0.132918229495388,0.751207404607613,0.976941279185584
"ENSMUSG00000001642.18",274.146568277253,-0.0536864148451177,0.146753150914933,0.322060542288919,0.845441580820953
"ENSMUSG00000001663.10",5640.17297519859,0.3927469382287,0.184027548171999,0.00266817070170574,0.0818721773980603
"ENSMUSG00000001665.11",2301.27415354072,1.63081064952,0.199463188501907,1.48334223795524e-17,1.09010821067331e-13
"ENSMUSG00000001666.8",5416.97115683636,0.0248597788822781,0.113013852799481,0.753423568837601,0.976941279185584
"ENSMUSG00000001670.13",56117.1567368586,-0.0480796858311862,0.14852831612357,0.248628490623973,0.797686565770467
"ENSMUSG00000001672.14",32.5565736179409,-0.0749936685652493,0.174565124477031,0.00287095846619269,0.0854930981376394
"ENSMUSG00000001674.11",426.640779399828,0.0112816699422319,0.130677162894238,0.854359841159293,0.986822542527655
"ENSMUSG00000001687.15",1735.51279850769,-0.00261413411970389,0.125359338469437,0.965181022433552,0.997764831713518
"ENSMUSG00000001700.10",872.954541840831,0.494117874655139,0.22608783054205,0.00168348850048811,0.0590546873035183
"ENSMUSG00000001707.8",107.555196280595,-0.0104490227081825,0.1391174678431,0.805943967249261,0.983571234374894
"ENSMUSG00000001729.14",1778.1454979381,0.120215802910585,0.147422212990438,0.149359756081865,0.680709982912017
"ENSMUSG00000001739.14",4.90370999775835,0.00345039076248634,0.145636230742689,0.700627596800114,0.964613668105379
"ENSMUSG00000001741.12",158.915514959456,-0.0523283634268627,0.143056020058254,0.369699463843872,0.871064159862647
"ENSMUSG00000001750.16",1032.66336141198,0.207794996541554,0.226459777228607,0.0441850131116877,0.412075712382986
"ENSMUSG00000001751.9",897.512592770262,0.197163423739929,0.166708932134293,0.0473997349026508,0.42714274208839
"ENSMUSG00000001755.12",3334.85036612357,-0.122975195562987,0.129744543257306,0.145052909187978,0.674243792759727
"ENSMUSG00000001761.7",226.739012454135,-0.0794483429709516,0.165021294413312,0.136299986709752,0.662835537908461
"ENSMUSG00000001763.14",179.845994925699,-0.879000602312519,0.371034612587974,0.000641758801657638,0.0300400346075286
"ENSMUSG00000001767.5",329.144869097377,-0.0373486255280125,0.138400773816022,0.504171986030678,0.920694577714148
"ENSMUSG00000001768.16",518.313884532843,-0.00402401518783086,0.131655379182484,0.941083388399808,0.996096319492752
"ENSMUSG00000001774.8",698.23229932422,-0.00651942616127029,0.139317054684148,0.874732481792504,0.989024640701625
"ENSMUSG00000001783.3",1649.5213611394,-0.0137371398168786,0.109169447195089,0.848501487595704,0.986054185455394
"ENSMUSG00000001785.13",317.619470545264,-0.0542561416330489,0.140064310239456,0.387135251722684,0.876287473669841
"ENSMUSG00000001786.14",419.679723424883,0.098467092249571,0.140679006923026,0.215021225160709,0.770211687084267
"ENSMUSG00000001794.13",2639.04937357235,-0.0939302934438305,0.134133680514672,0.236007134260433,0.789499548887991
"ENSMUSG00000001802.16",606.485094635527,-0.0769441870522031,0.154892941767139,0.217376213516308,0.773623879399357
"ENSMUSG00000001829.17",1011.54667763121,0.0679545526791984,0.130618795530004,0.35988670258572,0.865561646815161
"ENSMUSG00000001833.17",1164.97510263314,0.0246808025276424,0.11519020760019,0.734032722425205,0.973044427275922
"ENSMUSG00000001844.10",431.917852620598,-0.00324482732851736,0.126496085458764,0.954286558586303,0.997023509375455
